S.No.,Bidding Authority,REIA,Tender Capacity,Category,Type,Connectivity,RFS No.,RFS Date,RFS Financial Year,eRA,Financial Year,Company,Group Company,Won Capacity,Final Tariff,Initial Tariff,Status (e-RA/LOA/PPA/COD),Signed PPA Cap. (MW),Remarks,Bid Capacity,Bidding Result,Any Success
705,SJVN,Central REIA,1500,Hybrid,Hybrid,ISTS,SJVN 1.5GW Hybrid - 2,31-Jan-24,FY 2024,11-Jun-24,FY 2025,Serentica,Serentica,0,3.5,3.5,Not Applicable,,,150,Unsuccessful,No
706,SJVN,State,1500,Hybrid,Hybrid,ISTS,SJVN 1.5GW Hybrid - 2,31-Jan-24,FY 2024,11-Jun-24,FY 2025,Layer Hybren [Mahindra Susten],Mahindra,0,3.52,3.52,Not Applicable,,,100,Unsuccessful,No
678,GUVNL,State,500,Solar,Solar,STU,GUVNL 500  MW Solar Ph-24 + 500 MW under Greenshoe,15-Mar-24,FY 2024,10-Jun-24,FY 2025,KP Energy,KP Energy,240,2.67,2.7,PPA signed,240,,240,Full Capacity Won,Yes
679,GUVNL,State,500,Solar,Solar,STU,GUVNL 500  MW Solar Ph-24 + 500 MW under Greenshoe,15-Mar-24,FY 2024,10-Jun-24,FY 2025,Avaada Energy ,Avaada,400,2.675,2.68,PPA signed,400,,400,Full Capacity Won,Yes
680,GUVNL,State,500,Solar,Solar,STU,GUVNL 500  MW Solar Ph-24 + 500 MW under Greenshoe,15-Mar-24,FY 2024,10-Jun-24,FY 2025,Bluepine,Bluepine,80,2.68,2.69,PPA signed,80,,80,Full Capacity Won,Yes
681,GUVNL,State,500,Solar,Solar,STU,GUVNL 500  MW Solar Ph-24 + 500 MW under Greenshoe,15-Mar-24,FY 2024,10-Jun-24,FY 2025,NRC Industries,NRC industries,20,2.695,2.72,PPA signed,20,,20,Full Capacity Won,Yes
682,GUVNL,State,500,Solar,Solar,STU,GUVNL 500  MW Solar Ph-24 + 500 MW under Greenshoe,15-Mar-24,FY 2024,10-Jun-24,FY 2025,Hinduja,Hinduja,260,2.695,2.73,PPA signed,260,,300,Partial Capacity Won,Yes
683,GUVNL,State,500,Solar,Solar,STU,GUVNL 500  MW Solar Ph-24 + 500 MW under Greenshoe,15-Mar-24,FY 2024,10-Jun-24,FY 2025,Sembcorp,Sembcorp,0,2.74,2.74,Not Applicable,,,100,Unsuccessful,No
673,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC-1.5 GW-Solar-BOO-16,8-Feb-24,FY 2024,23-May-24,FY 2025,Avaada Energy Private Limited,Avaada,750,2.69,2.7,LoA issued,,,750,Full Capacity Won,Yes
674,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC-1.5 GW-Solar-BOO-16,8-Feb-24,FY 2024,23-May-24,FY 2025,Apraava Energy Private Limited,CLP India,50,2.68,2.69,LoA issued,,,50,Full Capacity Won,Yes
675,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC-1.5 GW-Solar-BOO-16,8-Feb-24,FY 2024,23-May-24,FY 2025,JSW Neo,JSW,400,2.69,2.75,LoA issued,,,700,Partial Capacity Won,Yes
676,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC-1.5 GW-Solar-BOO-16,8-Feb-24,FY 2024,23-May-24,FY 2025,Renew Solar,Renew Power,300,2.69,2.82,LoA issued,,,300,Full Capacity Won,Yes
677,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC-1.5 GW-Solar-BOO-16,8-Feb-24,FY 2024,23-May-24,FY 2025,Mahindra Susten,Mahindra,0,2.72,2.72,Not Applicable,,,300,Unsuccessful,No
667,NTPC,Central REIA,1000,Hybrid,Hybrid,ISTS,NTPC-1 GW-Solar-BOO-15,15-Feb-24,FY 2024,17-Apr-24,FY 2025,Ampin Energy,Amp,150,3.42,3.42,LoA issued,,,150,Full Capacity Won,Yes
668,NTPC,Central REIA,1000,Hybrid,Hybrid,ISTS,NTPC-1 GW-Solar-BOO-15,15-Feb-24,FY 2024,17-Apr-24,FY 2025,Avaada Energy,Avaada,250,3.47,3.49,LoA issued,,,500,Partial Capacity Won,Yes
669,NTPC,Central REIA,1000,Hybrid,Hybrid,ISTS,NTPC-1 GW-Solar-BOO-15,15-Feb-24,FY 2024,17-Apr-24,FY 2025,Juniper Green,Juniper,150,3.43,3.43,LoA issued,,,150,Full Capacity Won,Yes
670,NTPC,Central REIA,1000,Hybrid,Hybrid,ISTS,NTPC-1 GW-Solar-BOO-15,15-Feb-24,FY 2024,17-Apr-24,FY 2025,ReNew Solar,Renew Power,300,3.44,3.44,LoA issued,,,300,Full Capacity Won,Yes
671,NTPC,Central REIA,1000,Hybrid,Hybrid,ISTS,NTPC-1 GW-Solar-BOO-15,15-Feb-24,FY 2024,17-Apr-24,FY 2025,Sprng Energy,Sprng,150,3.41,3.41,LoA issued,,,150,Full Capacity Won,Yes
672,NTPC,Central REIA,1000,Hybrid,Hybrid,ISTS,NTPC-1 GW-Solar-BOO-15,15-Feb-24,FY 2024,17-Apr-24,FY 2025,Layer Hybren (Mahindra Susten),Mahindra,0,3.54,3.54,Not Applicable,,,100,Unsuccessful,No
657,NTPC,Central REIA,3000,RTC/FDRE,FDRE,ISTS,NTPC-FDRE-Tranche-III-BOO12,11-Nov-23,FY 2024,22-Mar-24,FY 2024,Acme Cleantech Solutions Private Limited,Acme,54,4.74,4.74,Capacity Surrendered,,,250,Partial Capacity Won,Yes
658,NTPC,Central REIA,3000,RTC/FDRE,FDRE,ISTS,NTPC-FDRE-Tranche-III-BOO12,11-Nov-23,FY 2024,22-Mar-24,FY 2024,BN Dispatchable -1 Private Limited,Brightnight,110,4.72,4.72,LoA Issued,,,110,Full Capacity Won,Yes
659,NTPC,Central REIA,3000,RTC/FDRE,FDRE,ISTS,NTPC-FDRE-Tranche-III-BOO12,11-Nov-23,FY 2024,22-Mar-24,FY 2024,ABC Cleantech Private Limited,Brookfield,300,4.64,4.64,LoA Issued,,,300,Full Capacity Won,Yes
660,NTPC,Central REIA,3000,RTC/FDRE,FDRE,ISTS,NTPC-FDRE-Tranche-III-BOO12,11-Nov-23,FY 2024,22-Mar-24,FY 2024,Hero Solar Energy Private limited,Hero,120,4.69,4.69,LoA Issued,,,120,Full Capacity Won,Yes
661,NTPC,Central REIA,3000,RTC/FDRE,FDRE,ISTS,NTPC-FDRE-Tranche-III-BOO12,11-Nov-23,FY 2024,22-Mar-24,FY 2024,Juniper Green Energy Private Limited,Juniper,200,4.69,4.69,LoA Issued,,,200,Full Capacity Won,Yes
662,NTPC,Central REIA,3000,RTC/FDRE,FDRE,ISTS,NTPC-FDRE-Tranche-III-BOO12,11-Nov-23,FY 2024,22-Mar-24,FY 2024,Renew Solar Power Private Limited,Renew,400,4.72,4.72,LoA Issued,,,400,Full Capacity Won,Yes
663,NTPC,Central REIA,3000,RTC/FDRE,FDRE,ISTS,NTPC-FDRE-Tranche-III-BOO12,11-Nov-23,FY 2024,22-Mar-24,FY 2024,Serentica Renewables India 11 Private Limited,Serentica,200,4.71,4.71,LoA Issued,,,200,Full Capacity Won,Yes
664,NTPC,Central REIA,3000,RTC/FDRE,FDRE,ISTS,NTPC-FDRE-Tranche-III-BOO12,11-Nov-23,FY 2024,22-Mar-24,FY 2024,Tata Power Renewables Energy Limited,Tata,200,4.71,4.71,LoA Issued,,,200,Full Capacity Won,Yes
665,NTPC,Central REIA,3000,RTC/FDRE,FDRE,ISTS,NTPC-FDRE-Tranche-III-BOO12,11-Nov-23,FY 2024,22-Mar-24,FY 2024,TEQ Green,TEQ Green,0,4.82,4.82,Not Applicable,,,150,Unsuccessful,No
666,NTPC,Central REIA,3000,RTC/FDRE,FDRE,ISTS,NTPC-FDRE-Tranche-III-BOO12,11-Nov-23,FY 2024,22-Mar-24,FY 2024,Solarcraft,Solarcraft,0,5.25,5.25,Not Applicable,,,50,Unsuccessful,No
651,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC 1.5 GW Solar ISTS [BOO-14],14-Dec-23,FY 2024,18-Mar-24,FY 2024,Avaada Energy Private Limited,Avaada,500,2.6,2.68,LoA Issued,,,750,Partial Capacity Won,Yes
652,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC 1.5 GW Solar ISTS [BOO-14],14-Dec-23,FY 2024,18-Mar-24,FY 2024,JSW New Energy Limited,JSW,700,2.6,2.69,PPA Signed,700,,700,Full Capacity Won,Yes
653,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC 1.5 GW Solar ISTS [BOO-14],14-Dec-23,FY 2024,18-Mar-24,FY 2024,Furies Solrain Private Limited,Mahindra,300,2.59,2.66,LoA Issued,,,300,Full Capacity Won,Yes
654,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC 1.5 GW Solar ISTS [BOO-14],14-Dec-23,FY 2024,18-Mar-24,FY 2024,ReNew Solar,ReNew,0,2.61,2.68,Not Applicable,,,600,Unsuccessful,No
655,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC 1.5 GW Solar ISTS [BOO-14],14-Dec-23,FY 2024,18-Mar-24,FY 2024,Solarcraft,Solarcraft,0,2.68,2.68,Not Applicable,,,300,Unsuccessful,No
656,NTPC,Central REIA,1500,Solar,Solar,ISTS,NTPC 1.5 GW Solar ISTS [BOO-14],14-Dec-23,FY 2024,18-Mar-24,FY 2024,TEQ Green,TEQ Green,0,2.69,2.69,Not Applicable,,,300,Unsuccessful,No
644,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIV,18-Jan-24,FY 2024,15-Mar-24,FY 2024,Avaada Energy Private Limited,Avaada,300,2.57,2.63,LoA Issued,,,300,Full Capacity Won,Yes
645,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIV,18-Jan-24,FY 2024,15-Mar-24,FY 2024,Solairdirect Energy Private Limited ,Engie,100,2.57,2.6,PPA Signed,100,,100,Full Capacity Won,Yes
646,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIV,18-Jan-24,FY 2024,15-Mar-24,FY 2024,NTPC Renewables Private limited,NTPC,200,2.58,2.64,PPA Signed,200,,300,Partial Capacity Won,Yes
647,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIV,18-Jan-24,FY 2024,15-Mar-24,FY 2024,Renew Solar Power Private Limited,Renew,300,2.57,,LoA Issued,,,300,Full Capacity Won,Yes
648,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIV,18-Jan-24,FY 2024,15-Mar-24,FY 2024,SAEL Industries Limited,SAEL,600,2.57,2.62,PPA Signed,600,,600,Full Capacity Won,Yes
649,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIV,18-Jan-24,FY 2024,15-Mar-24,FY 2024,Illuminate Hybren Private Limited,Mahindra,0,3.33,3.53,Not Applicable,,,500,Unsuccessful,No
650,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIV,18-Jan-24,FY 2024,15-Mar-24,FY 2024,Sunsure,Sunsure,0,3.47,3.47,Not Applicable,,,600,Unsuccessful,No
638,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC Tranch-XIII,6-Dec-23,FY 2024,13-Mar-24,FY 2024,ACME Cleantech Solutions Private Limited,ACME,150,3.32,3.39,LoA Issued,,,150,Full Capacity Won,Yes
639,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC Tranch-XIII,6-Dec-23,FY 2024,13-Mar-24,FY 2024,ABC Cleantech Private Limited,Brookfield,750,3.27,3.27,LoA Issued,,,750,Full Capacity Won,Yes
640,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC Tranch-XIII,6-Dec-23,FY 2024,13-Mar-24,FY 2024,Juniper Green Energy Private Limited,Juniper,300,3.29,3.29,LoA Issued,,,300,Full Capacity Won,Yes
641,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC Tranch-XIII,6-Dec-23,FY 2024,13-Mar-24,FY 2024,Renew Solar Power Private Limited,Renew,300,3.32,3.49,LoA Issued,,,600,Partial Capacity Won,Yes
642,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC Tranch-XIII,6-Dec-23,FY 2024,13-Mar-24,FY 2024,Avaada Energy,AVAADA,0,3.33,3.53,Not Applicable,,,750,Unsuccessful,No
643,NTPC,Central REIA,1500,Hybrid,Hybrid,ISTS,NTPC Tranch-XIII,6-Dec-23,FY 2024,13-Mar-24,FY 2024,O2,O2 Power,0,3.47,3.47,Not Applicable,,,300,Unsuccessful,No
634,SECI,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SECI-FDRE-II,31-Jul-23,FY 2024,12-Mar-24,FY 2024,Hero Solar Energy,Hero,120,5.59,,PPA Signed,120,,120,Full Capacity Won,Yes
635,SECI,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SECI-FDRE-II,31-Jul-23,FY 2024,12-Mar-24,FY 2024,JSW Neo Energy ,JSW,180,5.6,,PPA Signed,180,,180,Full Capacity Won,Yes
636,SECI,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SECI-FDRE-II,31-Jul-23,FY 2024,12-Mar-24,FY 2024,Renew Solar Power Private Limited,Renew,80,5.6,,PPA Signed,80,,200,Partial Capacity Won,Yes
637,SECI,Central REIA,1500,RTC/FDRE,FDRE,ISTS,SECI-FDRE-II,31-Jul-23,FY 2024,12-Mar-24,FY 2024,Serentica Renewable India,Serentica,100,5.6,,PPA Signed,100,,100,Full Capacity Won,Yes
609,MSAPL,State,225,Solar,Solar,STU,MSKVY - Yavatmal,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Avaada Energy Private Limited,Avaada,225,3.1,,PPA signed,,,225,Full Capacity Won,Yes
610,MSAPL,State,207,Solar,Solar,STU,MSKVY - Sangli,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Avaada Energy Private Limited,Avaada,207,3.1,,PPA signed,,,207,Full Capacity Won,Yes
611,MSAPL,State,196,Solar,Solar,STU,MSKVY - Ahmednagar,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Avaada Energy Private Limited,Avaada,196,3.1,,PPA signed,,,196,Full Capacity Won,Yes
612,MSAPL,State,234,Solar,Solar,STU,MSKVY - Pune,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Avaada Energy Private Limited,Avaada,234,3.1,,PPA signed,,,234,Full Capacity Won,Yes
613,MSAPL,State,172,Solar,Solar,STU,MSKVY - Nashik,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Avaada Energy Private Limited,Avaada,172,3.1,,PPA signed,,,172,Full Capacity Won,Yes
614,MSAPL,State,208,Solar,Solar,STU,MSKVY - Ch. Sambhajinagar,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Megha Engg,Megha,208,3.09,,PPA signed,250,,208,Full Capacity Won,Yes
615,MSAPL,State,170,Solar,Solar,STU,MSKVY - Kolhapur,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Megha Engg,Megha,170,3.1,,PPA signed,300,,170,Full Capacity Won,Yes
616,MSAPL,State,208,Solar,Solar,STU,MSKVY - Satara,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Megha Engg,Megha,208,3.09,,PPA signed,250,,208,Full Capacity Won,Yes
617,MSAPL,State,204,Solar,Solar,STU,MSKVY - Akola,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Megha Engg,Megha,204,3.09,,PPA signed,,,204,Full Capacity Won,Yes
618,MSAPL,State,196,Solar,Solar,STU,MSKVY - Buldhana,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Megha Engg,Megha,196,3.08,,PPA signed,,,196,Full Capacity Won,Yes
619,MSAPL,State,155,Solar,Solar,STU,MSKVY - Washim,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Megha Engg,Megha,155,3.09,,PPA signed,,,155,Full Capacity Won,Yes
620,MSAPL,State,126,Solar,Solar,STU,MSKVY - Jalna,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Megha Engg,Megha,126,3.08,,PPA signed,,,126,Full Capacity Won,Yes
621,MSAPL,State,328,Solar,Solar,STU,MSKVY - Jalgaon,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Megha Engg,Megha,328,3.09,,PPA signed,,,328,Full Capacity Won,Yes
622,MSAPL,State,285,Solar,Solar,STU,MSKVY - Nanded,21-Feb-24,FY 2024,7-Mar-24,FY 2024,Megha Engg,Megha,285,3.09,,PPA signed,,,285,Full Capacity Won,Yes
623,MSAPL,State,79,Solar,Solar,STU,MSKVY - Beed,4-Jan-24,FY 2024,7-Mar-24,FY 2024,Reliance Industries Limited,Reliance(Mukesh),79,3.03,,PPA Signed,,,79,Full Capacity Won,Yes
624,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIII,29-Dec-23,FY 2024,7-Mar-24,FY 2024,JSW Neo Energy ,JSW,700,2.56,2.56,PPA Signed,700,,700,Full Capacity Won,Yes
625,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIII,29-Dec-23,FY 2024,7-Mar-24,FY 2024,NTPC Renewables Private limited,NTPC,250,2.57,2.57,PPA Signed,250,,600,Partial Capacity Won,Yes
626,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIII,29-Dec-23,FY 2024,7-Mar-24,FY 2024,Sunsure Solarpark fourteen Private Limited,Sunsure,300,2.56,2.56,PPA Signed,300,,300,Full Capacity Won,Yes
627,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIII,29-Dec-23,FY 2024,7-Mar-24,FY 2024,Tejorupa Renewables India Project Private Limited,UPC,250,2.56,2.56,PPA Signed,250,,250,Full Capacity Won,Yes
628,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIII,29-Dec-23,FY 2024,7-Mar-24,FY 2024,Jade Hybren,Jade Hybren,0,2.58,2.58,Not Applicable,,,300,Unsuccessful,No
629,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIII,29-Dec-23,FY 2024,7-Mar-24,FY 2024,Datta Power,Datta Power,0,2.61,2.61,Not Applicable,,,80,Unsuccessful,No
630,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIII,29-Dec-23,FY 2024,7-Mar-24,FY 2024,ReNew,ReNew,0,2.61,2.61,Not Applicable,,,600,Unsuccessful,No
631,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIII,29-Dec-23,FY 2024,7-Mar-24,FY 2024,Solarcraft,Solarcraft,0,2.68,2.68,Not Applicable,,,300,Unsuccessful,No
632,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIII,29-Dec-23,FY 2024,7-Mar-24,FY 2024,TEQ Green,TEQ Green,0,2.68,2.68,Not Applicable,,,300,Unsuccessful,No
633,SECI,Central REIA,1500,Solar,Solar,ISTS,SECI-ISTS-XIII,29-Dec-23,FY 2024,7-Mar-24,FY 2024,Apraava Energy,Apraava,0,2.7,2.7,Not Applicable,,,300,Unsuccessful,No
601,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL BESS Phase-II,1-Oct-23,FY 2024,6-Mar-24,FY 2024,Gensol Engineering Limited,Gensol,70,4.48,9.25,PPA signed,,,70,Full Capacity Won,Yes
602,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL BESS Phase-II,1-Oct-23,FY 2024,6-Mar-24,FY 2024,IndiGrid 2 Limited,Indigrid,180,4.49,6.55,PPA signed,,,180,Full Capacity Won,Yes
603,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL BESS Phase-II,1-Oct-23,FY 2024,6-Mar-24,FY 2024,JSW,JSW,0,4.49997,5.98,Not Applicable,,,250,Unsuccessful,No
604,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL BESS Phase-II,1-Oct-23,FY 2024,6-Mar-24,FY 2024,Hero Solar Energy,Hero,0,5.38,8.44,Not Applicable,,,70,Unsuccessful,No
605,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL BESS Phase-II,1-Oct-23,FY 2024,6-Mar-24,FY 2024,ACME,ACME,0,9.9,9.9,Not Applicable,,,70,Unsuccessful,No
606,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL BESS Phase-II,1-Oct-23,FY 2024,6-Mar-24,FY 2024,SJVN,SJVN,0,9.91,9.91,Not Applicable,,,70,Unsuccessful,No
607,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL BESS Phase-II,1-Oct-23,FY 2024,6-Mar-24,FY 2024,NTPC,NTPC,0,9.49999,9.49999,Not Applicable,,,100,Unsuccessful,No
608,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL BESS Phase-II,1-Oct-23,FY 2024,6-Mar-24,FY 2024,Vent Renewables,Vent Renewables,0,9.95,9.95,Not Applicable,,,70,Unsuccessful,No
596,GUVNL,State,1125,Solar,Solar,CTU,GSECL - Khawda,1-Dec-23,FY 2024,2-Mar-24,FY 2024,Solairedirect,Engie,200,2.62,,PPA signed,,,200,Full Capacity Won,Yes
597,GUVNL,State,1125,Solar,Solar,CTU,GSECL - Khawda,1-Dec-23,FY 2024,2-Mar-24,FY 2024,JSW Neo,JSW,300,2.66,,PPA signed,,,300,Full Capacity Won,Yes
598,GUVNL,State,1125,Solar,Solar,CTU,GSECL - Khawda,1-Dec-23,FY 2024,2-Mar-24,FY 2024,NHPC Limited,NHPC,200,2.66,,PPA signed,,,200,Full Capacity Won,Yes
599,GUVNL,State,1125,Solar,Solar,CTU,GSECL - Khawda,1-Dec-23,FY 2024,2-Mar-24,FY 2024,NTPC,NTPC,225,2.66,,PPA signed,,,225,Full Capacity Won,Yes
600,GUVNL,State,1125,Solar,Solar,CTU,GSECL - Khawda,1-Dec-23,FY 2024,2-Mar-24,FY 2024,SJVN Energy,SJVN,200,2.66,,PPA signed,,,200,Full Capacity Won,Yes
582,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,Avaada Energy Private Limited,Avaada,98,3.1,,PPA Signed,,,98,Full Capacity Won,Yes
583,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,Integrated Induction Power Ltd.,IIPL,302,3.0872,,PPA Signed,,,302,Full Capacity Won,Yes
584,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,MSPGCL,MahaGenco,676,3.089444444,,PPA Signed,,,676,Full Capacity Won,Yes
585,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,Mahagenco,MahaGenco,395,3.1,,PPA Signed,,,395,Full Capacity Won,Yes
586,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,NACOF Oorja,NACOF,990,3.0871,,PPA Signed,,,990,Full Capacity Won,Yes
587,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,Purshotam Profile,Purshotam,40,3.07,,PPA Signed,,,40,Full Capacity Won,Yes
588,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,Purshotam Industries,Purshotam,5,3.07,,PPA Signed,,,5,Full Capacity Won,Yes
589,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,Purshotam Sunrise,Purshotam,12,3.07,,PPA Signed,,,12,Full Capacity Won,Yes
590,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,PPPL,Purshotam,99,2.99,,PPA Signed,,,99,Full Capacity Won,Yes
591,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,Reliance Energy Limited,Reliance(Anil),100,3.076315789,,PPA Signed,,,100,Full Capacity Won,Yes
592,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,Shri Satya Sai,Satya Sai,37,3.098333333,,PPA Signed,,,37,Full Capacity Won,Yes
593,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,Sharda Construction,Sharda Construction,49,3.1,,PPA Signed,,,49,Full Capacity Won,Yes
594,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,SJVN,SJVN,1352,3.095784314,,PPA Signed,,,1352,Full Capacity Won,Yes
595,MSAPL,State,12000,Solar,Solar,STU,MSKVY-MSE-01,25-Jan-24,FY 2024,25-Feb-24,FY 2024,Sunstream Green Energy Pvt. Ltd.,Sunstream,100,3.09,,PPA Signed,,,100,Full Capacity Won,Yes
574,NHPC,Central REIA,1500,RTC/FDRE,FDRE,ISTS,NHPC-FDRE_I,1-Oct-23,FY 2024,22-Feb-24,FY 2024,ACME Cleantech Solutions Private Limited,ACME,680,4.64,4.84,PPA signed,680,,750,Partial Capacity Won,Yes
575,NHPC,Central REIA,1500,RTC/FDRE,FDRE,ISTS,NHPC-FDRE_I,1-Oct-23,FY 2024,22-Feb-24,FY 2024,Solarcraft power India 20 Private Limited,Bluepine,50,4.63,4.79,PPA signed,50,,50,Full Capacity Won,Yes
576,NHPC,Central REIA,1500,RTC/FDRE,FDRE,ISTS,NHPC-FDRE_I,1-Oct-23,FY 2024,22-Feb-24,FY 2024,BN Hybrid Power,Brightnight,120,4.55,4.55,PPA signed,120,,120,Full Capacity Won,Yes
577,NHPC,Central REIA,1500,RTC/FDRE,FDRE,ISTS,NHPC-FDRE_I,1-Oct-23,FY 2024,22-Feb-24,FY 2024,Hero Solar Energy,Hero,100,4.63,4.65,PPA signed,100,,100,Full Capacity Won,Yes
578,NHPC,Central REIA,1500,RTC/FDRE,FDRE,ISTS,NHPC-FDRE_I,1-Oct-23,FY 2024,22-Feb-24,FY 2024,Juniper Green Energy Private Limited,Juniper,200,4.64,4.69,PPA signed,200,,200,Full Capacity Won,Yes
579,NHPC,Central REIA,1500,RTC/FDRE,FDRE,ISTS,NHPC-FDRE_I,1-Oct-23,FY 2024,22-Feb-24,FY 2024,Renew Solar Power Private Limited,Renew,250,4.64,4.7,PPA signed,250,,250,Full Capacity Won,Yes
580,NHPC,Central REIA,1500,RTC/FDRE,FDRE,ISTS,NHPC-FDRE_I,1-Oct-23,FY 2024,22-Feb-24,FY 2024,TEQ Green,TEQ Green,0,4.74,7.74,Not Applicable,,,150,Unsuccessful,No
581,NHPC,Central REIA,1500,RTC/FDRE,FDRE,ISTS,NHPC-FDRE_I,1-Oct-23,FY 2024,22-Feb-24,FY 2024,Tata Power,Tata,0,4.95,5.01,Not Applicable,,,100,Unsuccessful,No
568,SJVN,Central REIA,1500,Hybrid,Hybrid,ISTS,SJVN/CC- Delhi/REIA/2023/Hybrid-1,1-Sep-23,FY 2024,20-Feb-24,FY 2024,Avaada Energy,AVAADA,530,3.49,3.49,LoA Issued,,,530,Full Capacity Won,Yes
569,SJVN,Central REIA,1500,Hybrid,Hybrid,ISTS,SJVN/CC- Delhi/REIA/2023/Hybrid-1,1-Sep-23,FY 2024,20-Feb-24,FY 2024,Datta power Infra Private Limited,Datta Power,50,3.47,3.47,LoA Issued,,,50,Full Capacity Won,Yes
